element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Building Material_name,Tally material,Weight (kg),Data Source (Material Quantities),template_model,Data Source (BEAM Material)
Element_9,23.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004.0,Calculated from takeoff from Revit,STR2_ENCO4_ENCT2_ENCR1,
Element_10,24.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123.0,Calculated from takeoff from Revit,STR2_ENCO4_ENCT2_ENCR1,
Element_11,25.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267.0,Calculated from takeoff from Revit,STR2_ENCO4_ENCT2_ENCR1,
Element_12,31.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_13,32.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Exterior finish,"4"" granite veneer","Stone slab, granite",624440.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_14,33.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Exterior finish,Type S mortar,Mortar type S,22658.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_15,34.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Support,Galvanized steel shelf angle with knife plate,Galvanized steel,12117.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_16,35.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Insulation,"4"" Mineral wool insulation","Mineral wool, low density, NAIMA - EPD",9412.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_17,36.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_18,37.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_19,38.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_20,39.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO4,MV: granite,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644.0,"Kaleidoscope Calculator, Payette",STR2_ENCO4_ENCT2_ENCR1,
Element_21,1.0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275.0,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",STR2_ENCO4_ENCT2_ENCR1,
Element_22,0.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829.0,,STR2_ENCO4_ENCT2_ENCR1,
Element_23,1.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755.0,,STR2_ENCO4_ENCT2_ENCR1,
Element_0,14.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_1,15.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_2,16.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_3,17.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_4,18.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_5,19.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_6,20.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_7,21.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_8,22.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_9,23.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_10,24.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_11,25.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT1_ENCR1,
Element_12,40.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT1_ENCR1,
Element_13,41.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Exterior finish + insulation,Insulated 24 ga. steel sandwich panel with polyurethane foam,"Insulated metal panel (IMP), Kingspan, Laminated metal panel - EPD",29658.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT1_ENCR1,
Element_14,42.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Exterior finish,Fluoropolymer coating,"Fluoropolymer coating, metal stock",753.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT1_ENCR1,
Element_15,43.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT1_ENCR1,
Element_16,44.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT1_ENCR1,
Element_17,45.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Support,Stainless steel fasteners,"Fasteners, stainless steel",2077.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT1_ENCR1,
Element_18,0.0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343.0,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",STR2_ENCO5_ENCT1_ENCR1,
Element_19,0.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829.0,,STR2_ENCO5_ENCT1_ENCR1,
Element_20,1.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755.0,,STR2_ENCO5_ENCT1_ENCR1,
Element_0,14.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_1,15.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_2,16.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_3,17.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_4,18.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_5,19.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_6,20.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_7,21.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_8,22.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_9,23.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_10,24.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_11,25.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267.0,Calculated from takeoff from Revit,STR2_ENCO5_ENCT2_ENCR1,
Element_12,40.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT2_ENCR1,
Element_13,41.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Exterior finish + insulation,Insulated 24 ga. steel sandwich panel with polyurethane foam,"Insulated metal panel (IMP), Kingspan, Laminated metal panel - EPD",29658.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT2_ENCR1,
Element_14,42.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Exterior finish,Fluoropolymer coating,"Fluoropolymer coating, metal stock",753.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT2_ENCR1,
Element_15,43.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT2_ENCR1,
Element_16,44.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT2_ENCR1,
Element_17,45.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO5,Insulated metal panel,Support,Stainless steel fasteners,"Fasteners, stainless steel",2077.0,"Kaleidoscope Calculator, Payette",STR2_ENCO5_ENCT2_ENCR1,
Element_18,1.0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275.0,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",STR2_ENCO5_ENCT2_ENCR1,
Element_19,0.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829.0,,STR2_ENCO5_ENCT2_ENCR1,
Element_20,1.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755.0,,STR2_ENCO5_ENCT2_ENCR1,
Element_0,14.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_1,15.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_2,16.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_3,17.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_4,18.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_5,19.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_6,20.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_7,21.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_8,22.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_9,23.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_10,24.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_11,25.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT1_ENCR1,
Element_12,46.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Exterior finish,"3/8"" Synthetic stucco","Stucco, synthetic",1564.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT1_ENCR1,
Element_13,47.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT1_ENCR1,
Element_14,48.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Insultion,"2.5"" XPS insulation","XPS insulation, Foamular average, Owens Corning - EPD",3969.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT1_ENCR1,
Element_15,49.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT1_ENCR1,
Element_16,50.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT1_ENCR1,
Element_17,51.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT1_ENCR1,
Element_18,52.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT1_ENCR1,
Element_19,0.0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,Double pane IGU,"Glazing, double, insulated (air)",35343.0,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",STR2_ENCO6_ENCT1_ENCR1,
Element_20,0.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829.0,,STR2_ENCO6_ENCT1_ENCR1,
Element_21,1.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755.0,,STR2_ENCO6_ENCT1_ENCR1,
Element_0,14.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",169198.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_1,15.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",12633.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_2,16.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",309582.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_3,17.0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",23115.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_4,18.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Normalweight concrete, 4000 psi","Structural concrete, 4000 psi, 20% fly ash",535815.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_5,19.0,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh","Steel, welded wire mesh",3601.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_6,20.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",6429780.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_7,21.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",43207.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_8,22.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Normalweight concrete, 5000 psi","Structural concrete, 5000 psi, 20% fly ash",601223.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_9,23.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",20004.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_10,24.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Normalweight concrete, 6000 psi","Structural concrete, 6000 psi, 20% fly ash",874123.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_11,25.0,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod","Steel, reinforcing rod",65267.0,Calculated from takeoff from Revit,STR2_ENCO6_ENCT2_ENCR1,
Element_12,46.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Exterior finish,"3/8"" Synthetic stucco","Stucco, synthetic",1564.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT2_ENCR1,
Element_13,47.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,"6"" galvanized steel stud framing",Cold formed structural steel,14975.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT2_ENCR1,
Element_14,48.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Insultion,"2.5"" XPS insulation","XPS insulation, Foamular average, Owens Corning - EPD",3969.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT2_ENCR1,
Element_15,49.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),AVB,AVB membrane,"Self-adhering, polymer-modified asphalt sheet underlayment",6719.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT2_ENCR1,
Element_16,50.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Wall structure,Sheathing,Fiberglass mat gypsum sheathing board,30261.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT2_ENCR1,
Element_17,51.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,Acrylic latex paint,"Paint, interior acrylic latex",509.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT2_ENCR1,
Element_18,52.0,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO6,EIFS (XPS),Interior finish,Gypsum wall board,"Wall board, gypsum, natural",30644.0,"Kaleidoscope Calculator, Payette",STR2_ENCO6_ENCT2_ENCR1,
Element_19,1.0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT2,Glazing: triple pane IGU,Glazing,Triple pane IGU,"Glazing, triple, insulated (air)",54275.0,"Viracon triple pane IGU, 1-5/16"" Clear Insulating Low-E Laminated  Glass Unit with a ½” VTS Airspace  and Both Lites Heat Treated",STR2_ENCO6_ENCT2_ENCR1,
Element_20,0.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,EPDM membrane,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829.0,,STR2_ENCO6_ENCT2_ENCR1,
Element_21,1.0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,Polyisocyanurate board,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755.0,,STR2_ENCO6_ENCT2_ENCR1,
