element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential,template_model,scenario
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",C2-C4: End-of-life,6818.6794,0,0,0,15.481617,0.78507872,307.94036,6.16E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,169.2822,-2.5266,0,0,0.770613,0.03903597,15.28593,3.07E-11,STR2_ENCO8_ENCT1_ENCR1,default
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",C2-C4: End-of-life,12476.1546,0,0,0,28.326753,1.43646048,563.43924,1.13E-09,STR2_ENCO8_ENCT1_ENCR1,default
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,309.741,-4.623,0,0,1.410015,0.07142535,27.96915,5.62E-11,STR2_ENCO8_ENCT1_ENCR1,default
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",C2-C4: End-of-life,21593.3445,0,0,0,49.0270725,2.4861816,975.1833,1.95E-09,STR2_ENCO8_ENCT1_ENCR1,default
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",C2-C4: End-of-life,3.226496,-0.061217,0,0,0.01465607,0.000741806,0.2906007,5.83E-13,STR2_ENCO8_ENCT1_ENCR1,default
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",C2-C4: End-of-life,259120.134,0,0,0,588.32487,29.8341792,11702.1996,2.34E-08,STR2_ENCO8_ENCT1_ENCR1,default
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod",43207,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,578.9738,-8.6414,0,0,2.635627,0.13350963,52.28047,1.05E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Structural concrete, 5000 psi, 20% fly ash",601223,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",C2-C4: End-of-life,24229.2869,0,0,0,55.0119045,2.78967472,1094.22586,2.19E-09,STR2_ENCO8_ENCT1_ENCR1,default
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod",20004,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,268.0536,-4.0008,0,0,1.220244,0.06181236,24.20484,4.86E-11,STR2_ENCO8_ENCT1_ENCR1,default
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",C2-C4: End-of-life,35227.1569,0,0,0,79.9822545,4.05593072,1590.90386,3.18E-09,STR2_ENCO8_ENCT1_ENCR1,default
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",C2-C4: End-of-life,874.5778,-13.0534,0,0,3.981287,0.20167503,78.97307,1.59E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_12,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",C2-C4: End-of-life,374.7968,-6.6928,0,0,1.698298,0.0861698,33.71498,6.77E-11,STR2_ENCO8_ENCT1_ENCR1,default
Element_13,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",C2-C4: End-of-life,13.4176,-0.254575,0,0,0.06094825,0.00308485,1.2084825,2.43E-12,STR2_ENCO8_ENCT1_ENCR1,default
Element_14,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",Galvanized steel backer tray,C2-C4: End-of-life,19.04,-0.34,0,0,0.086275,0.0043775,1.71275,3.44E-12,STR2_ENCO8_ENCT1_ENCR1,default
Element_15,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"Brick, generic",74168,"Kaleidoscope Calculator, Payette","3/4"" Brick",C2-C4: End-of-life,1490.7768,-22.2504,0,0,6.786372,0.34413952,134.98576,2.70E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_16,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Mortar type S,11329,"Kaleidoscope Calculator, Payette",Type S mortar,C2-C4: End-of-life,227.7129,-3.3987,0,0,1.0366035,0.05256656,20.61878,4.12E-11,STR2_ENCO8_ENCT1_ENCR1,default
Element_17,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet",16759,"Kaleidoscope Calculator, Payette","Steel, sheet",C2-C4: End-of-life,14.312186,-0.268144,0,0,0.06502492,0.003301523,1.2887671,2.58E-12,STR2_ENCO8_ENCT1_ENCR1,default
Element_18,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support system,C2-C4: End-of-life,54.1226,-0.8078,0,0,0.246379,0.01248051,4.88719,9.81E-12,STR2_ENCO8_ENCT1_ENCR1,default
Element_19,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,C2-C4: End-of-life,301.0112,-5.3752,0,0,1.363957,0.0692057,27.07757,5.44E-11,STR2_ENCO8_ENCT1_ENCR1,default
Element_20,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,C2-C4: End-of-life,1355.6928,-24.2088,0,0,6.142983,0.3116883,121.95183,2.45E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_21,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,C2-C4: End-of-life,22.8032,0,0,0,0.103327,0.0052427,2.05127,4.12E-12,STR2_ENCO8_ENCT1_ENCR1,default
Element_22,71,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,C2-C4: End-of-life,1372.8512,-24.5152,0,0,6.220732,0.3156332,123.49532,2.48E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_23,72,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Thermal break,C2-C4: End-of-life,1.152,-0.0192,0,0,0.017856,0.0068256,0.14976,2.08E-13,STR2_ENCO8_ENCT1_ENCR1,default
Element_24,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,C2-C4: End-of-life,1583.3664,-28.2744,0,0,7.174629,0.3640329,142.43229,2.86E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_25,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,C2-C4: End-of-life,485.1392,-8.6632,0,0,7.526155,2.869685,63.13307,8.76E-11,STR2_ENCO8_ENCT1_ENCR1,default
Element_26,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,C2-C4: End-of-life,437.024,-7.804,0,0,6.779725,2.585075,56.87165,7.89E-11,STR2_ENCO8_ENCT1_ENCR1,default
Element_0,14,Commercial,21-04 50 20,Services,Electrical,Electrical Service and Distribution,OP1,Operational energy,Operational energy,,,TM,,B6: Operational Energy,6546607,0,0,0,20301,1281,245352,9.50E-06,STR2_ENCO8_ENCT1_ENCR1,default
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,29031.32176,-459.0309592,0,0,74.01887986,5.3974162,1641.181684,5.21E-09,STR2_ENCO8_ENCT1_ENCR1,default
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,24129.03,-126.33,0,0,101.56932,3.057186,1203.9249,-0.00010877,STR2_ENCO8_ENCT1_ENCR1,default
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,53118.68139,-839.8900839,0,0,135.432528,9.8756658,3002.874196,9.54E-09,STR2_ENCO8_ENCT1_ENCR1,default
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,44149.65,-231.15,0,0,185.8446,5.59383,2202.8595,-0.00019902,STR2_ENCO8_ENCT1_ENCR1,default
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A1-A3: Product,91936.17932,-1453.655915,0,0,234.4024522,17.0924985,5197.282263,1.65E-08,STR2_ENCO8_ENCT1_ENCR1,default
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A1-A3: Product,9434.62,-36.01,0,0,28.41189,1.026285,367.302,-4.39E-05,STR2_ENCO8_ENCT1_ENCR1,default
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",A1-A3: Product,1338670.481,-21750.80767,0,0,3376.862588,246.903552,74264.62127,2.38E-07,STR2_ENCO8_ENCT1_ENCR1,default
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod",43207,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,82525.37,-432.07,0,0,347.38428,10.456094,4117.6271,-0.000372012,STR2_ENCO8_ENCT1_ENCR1,default
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Structural concrete, 5000 psi, 20% fly ash",601223,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",A1-A3: Product,125173.7202,-2033.830993,0,0,315.7569086,23.0869632,6944.187576,2.22E-08,STR2_ENCO8_ENCT1_ENCR1,default
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod",20004,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,38207.64,-200.04,0,0,160.83216,4.840968,1906.3812,-0.000172234,STR2_ENCO8_ENCT1_ENCR1,default
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A1-A3: Product,186623.0472,-3042.538947,0,0,470.0876152,34.4404462,10327.61727,3.31E-08,STR2_ENCO8_ENCT1_ENCR1,default
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A1-A3: Product,124659.97,-652.67,0,0,524.74668,15.794614,6219.9451,-0.000561949,STR2_ENCO8_ENCT1_ENCR1,default
Element_12,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",A1-A3: Product,12632.66,-669.28,0,0,92.8626,2.25882,477.6986,0.000324601,STR2_ENCO8_ENCT1_ENCR1,default
Element_13,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A1-A3: Product,36688.75,-299.5,0,0,142.41225,6.454225,1991.675,0.000465723,STR2_ENCO8_ENCT1_ENCR1,default
Element_14,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",Galvanized steel backer tray,A1-A3: Product,5397.5,85,0,0,20.145,1.0285,297.5,-2.82E-08,STR2_ENCO8_ENCT1_ENCR1,default
Element_15,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"Brick, generic",74168,"Kaleidoscope Calculator, Payette","3/4"" Brick",A1-A3: Product,21434.552,0,0,0,37.306504,1.9580352,619.3028,5.04E-09,STR2_ENCO8_ENCT1_ENCR1,default
Element_16,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Mortar type S,11329,"Kaleidoscope Calculator, Payette",Type S mortar,A1-A3: Product,2786.934,-45.316,0,0,5.143366,0.3953821,114.4229,4.70E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_17,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet",16759,"Kaleidoscope Calculator, Payette","Steel, sheet",A1-A3: Product,39048.47,-167.59,0,0,151.83654,6.887949,2128.393,0.000497742,STR2_ENCO8_ENCT1_ENCR1,default
Element_18,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support system,A1-A3: Product,10420.62,-201.95,0,0,55.3343,2.378971,807.8,0.00023507,STR2_ENCO8_ENCT1_ENCR1,default
Element_19,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,A1-A3: Product,5207.225,26.876,0,0,24.1884,1.330362,331.9186,9.54E-08,STR2_ENCO8_ENCT1_ENCR1,default
Element_20,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,A1-A3: Product,14313.453,-605.22,0,0,58.70634,5.689068,705.0813,0.000587063,STR2_ENCO8_ENCT1_ENCR1,default
Element_21,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A1-A3: Product,1221.6,25.45,0,0,4.6319,0.241775,88.057,6.82E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_22,71,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A1-A3: Product,7477.136,0,0,0,6.74168,0.4780464,166.09048,8.09E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_23,72,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Thermal break,A1-A3: Product,248.64,0.96,0,0,0.42816,0.031008,202.56,1.40E-10,STR2_ENCO8_ENCT1_ENCR1,default
Element_24,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,A1-A3: Product,47359.62,0,0,0,378.1701,15.975036,4594.59,1.99E-08,STR2_ENCO8_ENCT1_ENCR1,default
Element_25,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A1-A3: Product,34869.38,-433.16,0,0,90.09728,7.092995,1277.822,8.52E-09,STR2_ENCO8_ENCT1_ENCR1,default
Element_26,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A1-A3: Product,29069.9,-1073.05,0,0,106.3295,7.657675,1248.64,0.0013657,STR2_ENCO8_ENCT1_ENCR1,default
Element_0,14,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_1,15,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_2,16,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_3,17,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR2,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_4,18,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_5,19,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR2,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_6,20,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Concrete slab,"Structural concrete, 5000 psi, 20% fly ash",6429780,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_7,21,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Elevated slabs,Steel reinforcement,"Steel, reinforcing rod",43207,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_8,22,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Concrete columns,"Structural concrete, 5000 psi, 20% fly ash",601223,Calculated from takeoff from Revit,"Normalweight concrete, 5000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_9,23,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural columns,Steel reinforcement,"Steel, reinforcing rod",20004,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_10,24,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_11,25,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR2,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR2_ENCO8_ENCT1_ENCR1,default
Element_12,61,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",B2-B5: Replacement,14547.65238,-743.57008,0,0,105.2397107,2.650814281,601.7839634,0.000358508,STR2_ENCO8_ENCT1_ENCR1,default
Element_13,62,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",B2-B5: Replacement,38808.90608,-308.7472123,0,0,151.882748,6.95059145,2217.429254,0.000485771,STR2_ENCO8_ENCT1_ENCR1,default
Element_14,63,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Zinc coating (galvanized) for steel G60,425,"Kaleidoscope Calculator, Payette",Galvanized steel backer tray,B2-B5: Replacement,5988.675374,93.126,0,0,22.41005207,1.145244808,334.1277821,1.53E-07,STR2_ENCO8_ENCT1_ENCR1,default
Element_15,64,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,"Brick, generic",74168,"Kaleidoscope Calculator, Payette","3/4"" Brick",B2-B5: Replacement,26097.9243,-23.36292,0,0,56.64473204,3.020870836,1123.976047,1.22E-05,STR2_ENCO8_ENCT1_ENCR1,default
Element_16,65,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Exterior finish,Mortar type S,11329,"Kaleidoscope Calculator, Payette",Type S mortar,B2-B5: Replacement,3805.839115,-56.021905,0,0,8.838004143,0.616118247,210.8354402,2.05E-06,STR2_ENCO8_ENCT1_ENCR1,default
Element_17,66,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,"Steel, sheet",16759,"Kaleidoscope Calculator, Payette","Steel, sheet",B2-B5: Replacement,44134.77632,-184.6439584,0,0,173.0443133,7.927610104,2533.628935,0.00055456,STR2_ENCO8_ENCT1_ENCR1,default
Element_18,67,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support system,B2-B5: Replacement,11811.8975,-223.03358,0,0,62.61796718,2.716884511,941.4142262,0.000260327,STR2_ENCO8_ENCT1_ENCR1,default
Element_19,68,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,B2-B5: Replacement,6251.369627,23.65088,0,0,29.08960023,1.596808242,426.4018618,1.27E-06,STR2_ENCO8_ENCT1_ENCR1,default
Element_20,69,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,B2-B5: Replacement,18925.01093,-723.84312,0,0,79.20051682,7.170591142,1099.434868,0.000680595,STR2_ENCO8_ENCT1_ENCR1,default
Element_21,70,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO8,Rainscreen: thin brick,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,B2-B5: Replacement,1450.41013,27.995,0,0,5.62526005,0.296015907,112.4821374,4.94E-07,STR2_ENCO8_ENCT1_ENCR1,default
