Revit model,Revit design option,Revit general category,Revit category,Revit type,Revit family name,Revit material name,Revit building element,Thickness of material (m),Total instance count,Cumulative material volume (m3),Cumulative material area (m2),Cumulative instance volume (m3),Cumulative instance area (m2),Cumulative instance length (m),Cumulative instance perimeter (m),Tally Entry Division,Tally Entry Category,Tally Entry Name,Tally Entry Description,Material Group,Material Name,Life Cycle Stage,Service Life,Acidification Potential Total (kgSO2eq),Eutrophication Potential Total (kgNeq),Global Warming Potential Total (kgCO2eq),Ozone Depletion Potential Total (CFC-11eq),Smog Formation Potential Total (kgO3eq),Primary Energy Demand Total (MJ),Non-renewable Energy Demand Total (MJ),Renewable Energy Demand Total (MJ),Mass Total (kg)
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[C2-C4] End of Life,60,11.26263253,0.571132404,4960.481868,4.48E-10,224.0217618,41727.13035,39019.17499,2757.190914,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 4000 psi, 20% fly ash",[D] Module D,60,0.809924831,0.045789063,106.9642368,-2.39E-10,33.48017538,921.9357119,1329.359905,-412.3477483,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A1-A3] Product,60,14.27930225,0.429799894,3374.461975,-1.53E-05,169.2559085,42447.17958,41026.35348,1475.883106,1776.032618
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A4] Transportation,60,0.193663925,0.015768683,41.79466519,1.43E-12,6.399329689,607.7832264,593.2392953,14.69702512,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,0.10833799,0.005487941,23.44363056,4.32E-12,2.148999468,401.3833717,374.7428825,26.46288601,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Foundations,FamilyInstance,Footing-Rectangular: 84 x 84 x 24,"Concrete, Cast-in-Place gray",Substructure,0,20,55.50101932,286.1413632,55.50101932,91.0449792,0,0,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 4000 psi",Structural concrete (4000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[D] Module D,60,-1.829313597,-0.07459337,-935.9691898,6.62E-06,-26.10767949,-8169.750044,-8773.601134,602.0750576,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,0,260,495.8232367,4984.745676,495.8232367,0,2377.44,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[A1-A3] Product,60,979.5925147,57.45177721,-381246.8165,0.016414793,12999.45742,4818536.153,1667954.822,3150581.331,264754.7337
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,0,260,495.8232367,4984.745676,495.8232367,0,2377.44,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[A4] Transportation,60,31.34801949,2.552447437,6765.224759,2.32E-10,1035.847601,98380.741,96026.54191,2378.980135,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,0,260,495.8232367,4984.745676,495.8232367,0,2377.44,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,0,260,495.8232367,4984.745676,495.8232367,0,2377.44,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,1180.806112,307.1154911,307115.4911,2.46E-09,3971.321005,167854.5012,157793.8213,9981.25346,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 10.75x31.5,"Softwood, Lumber",Superstructure,0,260,495.8232367,4984.745676,495.8232367,0,2377.44,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[D] Module D,60,-177.1209168,-7.360181597,24516.28834,-3.55E-07,-2139.218248,-1209929.133,-706895.139,-505681.5414,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,0,80,210.3742599,1712.957864,210.3742599,0,731.52,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[A1-A3] Product,60,415.6341112,24.37637895,-161760.3027,0.00696468,5515.576989,2044470.493,707701.3244,1336769.168,112333.5436
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,0,80,210.3742599,1712.957864,210.3742599,0,731.52,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[A4] Transportation,60,13.30074089,1.082985227,2870.436572,9.83E-11,439.5027425,41742.24612,40743.37625,1009.384289,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,0,80,210.3742599,1712.957864,210.3742599,0,731.52,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,0,80,210.3742599,1712.957864,210.3742599,0,731.52,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[C2-C4] End of Life,60,501.0076043,130.3069105,130306.9105,1.05E-09,1685.003153,71219.46661,66950.79196,4234.974592,
M3.1 Revit Model.rvt,Embodied,Structure,Structural Framing,FamilyInstance,Glulam-Southern Pine: 14.25x33,"Softwood, Lumber",Superstructure,0,80,210.3742599,1712.957864,210.3742599,0,731.52,0,06 - Wood/Plastics/Composites,Engineered Wood,Glue laminated timber (Glulam),"Architectural-grade structural glue-laminated timber, composed of softwood which has been end-joined, laminated, and planed. Entry inclusive of factory-applied sealer.",Wood,"Glue laminated timber (Glulam), AWC - EPD",[D] Module D,60,-75.15114064,-3.122872511,10402.08613,-1.51E-07,-907.6550319,-513364.2941,-299930.5613,-214557.0682,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[A1-A3] Product,60,373.9976336,25.13136082,126212.103,2.28E-08,8111.670979,1041883.217,970672.3041,70750.71647,653458.1668
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[A4] Transportation,60,3.967797989,0.323069718,856.2915817,2.93E-11,131.1098466,12452.29883,12154.3219,301.1135232,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[C2-C4] End of Life,60,59.79142226,3.032045894,26334.36412,2.38E-09,1189.293863,221522.3185,207146.2389,14637.46294,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Concrete,"Structural concrete, 6000 psi, Pacific Southwest regional average",[D] Module D,60,4.299754737,0.243086438,567.8551469,-1.27E-09,177.7406214,4894.401669,7057.348201,-2189.084859,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A1-A3] Product,60,622.8615174,18.74782179,147193.6422,-0.00066702,7382.92321,1851541.078,1789564.807,64377.85086,77470.33798
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[A4] Transportation,60,8.447598065,0.687828143,1823.078476,6.24E-11,279.138023,26511.43424,25877.02964,641.0825409,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[C2-C4] End of Life,60,4.725690617,0.239383344,1022.608461,1.88E-10,93.73910896,17508.29638,16346.24131,1154.308036,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Concrete - 16,"Concrete, Cast-in-Place gray",Enclosure,0.4064,6,0,0,277.1747334,682.0244424,36.576,296.9133,03 - Concrete,Cast-in-place Concrete,"Cast-in-place concrete, structural concrete, 6000 psi",Structural concrete (6000 psi) with optional rebar reinforcement as specified by user (none/low/moderate/high) and fly ash and/or slag replacement included in mix as specified by user.,Metal,"Steel, reinforcing rod",[D] Module D,60,-79.79444812,-3.253754195,-40826.86812,0.000288964,-1138.813968,-356363.5547,-382703.4696,26262.44458,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Aluminum, sheet",[A1-A3] Product,60,89.02346395,1.745095717,16478.18422,1.47E-06,775.2705635,263533.0357,191017.2339,72515.80176,2947.796819
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Aluminum, sheet",[A4] Transportation,60,0.494460491,0.040260419,106.7096553,3.65E-12,16.33869447,1551.785097,1514.651701,37.52427439,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Aluminum, sheet",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Aluminum, sheet",[C2-C4] End of Life,60,0.030067528,0.001518115,6.485153003,1.19E-12,0.595454958,111.1319401,103.762448,7.34001408,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Aluminum, sheet",[D] Module D,60,-48.9334272,-0.784113954,-7428.447985,-3.33E-07,-377.3179929,-114079.7369,-70157.5643,-43922.17261,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal Coating,"Powder coating, metal stock",[A1-A3] Product,60,8.631678017,1.009467429,7827.030066,3.20E-09,158.7350957,143373.6349,130938.1665,12142.86907,731.498137
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal Coating,"Powder coating, metal stock",[A4] Transportation,60,0,0,0,0,0,0,0,0,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal Coating,"Powder coating, metal stock",[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal Coating,"Powder coating, metal stock",[C2-C4] End of Life,60,0.148494122,0.007534431,32.18591803,5.92E-12,2.947937492,551.5495953,515.7061866,36.35545741,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal Coating,"Powder coating, metal stock",[D] Module D,60,0,0,0,0,0,0,0,0,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Insulation,Polyurethane foam (PUR) rigid board,[A1-A3] Product,60,18.47714777,2.606924314,12645.8697,6.20E-09,365.8841143,278986.6372,253832.1043,25154.53286,2286.775714
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Insulation,Polyurethane foam (PUR) rigid board,[A4] Transportation,60,0.751541978,0.061192746,162.1904823,5.55E-12,24.83356102,2358.594193,2302.154281,57.03401574,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Insulation,Polyurethane foam (PUR) rigid board,[B2-B5] Maintenance and Replacement,60,0,0,0,0,0,0,0,0,0
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Insulation,Polyurethane foam (PUR) rigid board,[C2-C4] End of Life,60,1.589309122,0.605995564,100.6181314,1.85E-11,13.33190242,1724.228889,1612.176879,113.652753,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Insulation,Polyurethane foam (PUR) rigid board,[D] Module D,60,0,0,0,0,0,0,0,0,
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Steel, sheet",[A1-A3] Product,60,57.60087885,2.613020001,14749.89392,0.000188824,807.429538,179923.275,176108.6473,3897.278006,6357.712898
M3.1 Revit Model.rvt,Embodied,Walls,Walls,Wall,Generic - 5,Insulated Metal Panel,Enclosure,0.009525,4,0,0,256.0712389,1875.636249,148.7424,448.6656,07 - Thermal and Moisture Protection,Cladding,"Insulated metal wall panel, custom","Foamed insulation core sandwich panels with steel facings. User to indicate panel thickness (2, 3, 6), profile (standing seam, flat plate), and finish. Default settings are for 24-ga. (0.0225, 0.43 mm) exterior skin with 2 (50 mm) thick polyurethane core. Assembly includes steel clips and Tapcon fasteners.",Metal,"Steel, sheet",[A4] Transportation,60,0.67235357,0.054744994,145.1008099,4.97E-12,22.21690057,2110.074049,2059.581093,51.02446063,
